Vertice,C,254;Hoja_MTN,C,50;Situacion,C,254;Señal,C,254;Referencia,C,50;Referenc_1,C,50;Referenc_2,C,50;Referenc_3,C,50;X_ED50,N,19,11;Y_ED50,N,19,11;X_ETRS89,N,19,11;Y_ETRS89,N,19,11;Z_Ortometr,N,19,11;Altura,N,19,11;AzmVert1Vi,C,50;Nombre1Vis,C,50;AzmVert2Vi,C,50;Nombre2Vis,C,50;AzmVert3Vi,C,50;Nombre3Vis,C,50;AzmVert4Vi,C,50;Nombre4Vis,C,50;Año,N,9,0;Fecha,D
9438;559;En el bordillo de la acera Norte de una calle de nuevo trazado en la intersección final de la C/ Conil y la C/ Almanzora. Tiene visivilidad con el mojón desaparecido M-360=P-54.;Clavo en bordillo.;Esquina bordillo 2.31;Poste señal 8.13;Centro alcantarilla 5.23;Centro alcantarilla 6.20;432632,095;4479105,401;432522,76;4478897,978;649,116;700,127;;9437;;7326;;;;;2006;30/06/2006
9439;559;En la acera N.E. de la C/ Peñalara, a la altura del nº 7. Tiene visivilidad sobre el mojón desaparecido M-362=P-56.;Clavo en bordillo.;Esquina bordillo 16.65;Esquina bordillo 4.45;Esquina bordillo 14.14;;432229,019;4479381,202;432119,686;4479173,783;672,89;723,901;;8184;;Piruli Moncloa;;Garabitas;;;2006;30/06/2006
9440;559;En el bordillo de la acera Este del acceso al aparcamiento exterior de Hipercor, más o menos frente a la esquina N.E. de éste. Tiene visivilidad con el mojón desaparecido M-365=P-59.;Clavo en bordillo.;Esquina soporte cartel 2.78;Esquina sumidero 3.02;Esquina murete 9.65;;431689,895;4479761,145;431580,565;4479553,731;685,007;736,016;;7205;;3254;;;;;2006;30/06/2006
9441;559;En la zona Sur de la intersección de la C/ Cuevas del Valle con la C/ De la Estación de la Colonia El Plantio. Tiene visivilidad con el mojón desaparecido M-386=MJ-7.;Clavo en bordillo de acera.;Esquina murete 8.17;Farola 0.87;;;429127,006;4480791,74;429017,683;4480584,349;694,276;745,282;;8486;;9442;;;;;2006;30/06/2006
9442;559;En la acera Norte de la Avd/ De la Victoria, frente a la C/ De la Estación, al Sur y el chalet de la Compañía de Alfombras y Telas del Norte. Tiene visivilidad con el mojón desaparecido M-387=MJ-8.;Clavo en acera.;Esquina puerta 1.71;Esquina puerta 3.52;Normal a bordillo aparcamiento 1.00;Centro registro 1.86;429233,272;4481011,04;429123,951;4480803,648;698,615;749,62;;8486;;9441;;1714;;3289;2006;30/06/2006
M115;559;"Boca metro ""Alonso Cano"" acceso C/ José Abascal - Alonso Cano.";Clavo Reglamentario.;Esquina muro 0.90;Esquina muro 2.64;Normal bordillo 0.90;Normal bordillo 1.12;440883,571;4476847,976;440774,191;4476640,46;688,153;739,18;;8114;;7076;;;;;2006;30/06/2006
M116;559;"En boca de metro de ""Islas Filipinas"" acceso Cea Bermudez, pares - Gaztambide.";Clavo Reglamentario.;Esquina muro 1.63;Esquina muro 2.08;Normal bordillo 0.51;Normal bordillo 1.13;439465,907;4476962,206;439356,525;4476754,71;675,004;726,026;;7072;;3448;;;;;2006;30/06/2006
M117;559;En boca de metro de Frencos Rodriguez, es la que está junto al nº 93 de Pablo Iglesias.;Clavo Reglamentario.;Esquina muro   0.88;Esquina muro  0.70;Extremo escalón   0.85;Esquina muro  2.89;439754,342;4478957,416;439644,984;4478749,916;710,737;761,782;;N101;;6316;;7112;;;2006;30/06/2006
M118;559;En la entrada de metro de Valdezarza, en la boca más cercana a la calle Antonio Machado, en el acceso San Restituto.;Clavo Reglamentario.;Esquina muro   0.66;Esquina muro   0.50;Extremo escalón   0.76;Extremo escalón   3.05;439340,201;4479842,48;439230,853;4479634,985;682,67;733,678;;N102;;;;;;;2006;30/06/2006
M119;559;En la plataforma de entrada al metro Antonio Machado, en la entrada más próxima a la calle César Manrique.;Clavo Reglamentario.;Esquina muro   0.70;Extremo escalón  0.91;Extremo escalón   2.58;Esquina muro  2.54;439263,267;4480390,934;439153,924;4480183,439;652,755;703,81;;N103;;6872;;;;;2006;30/06/2006
M122;559;"Clavo de metro en plataforma de entrada al metro de ""la Coma"" en la boca de la C/ Gomez de la Serna.";Clavo Reglamentario.;Esquina muro 2.10;Esquina muro 1.99;Normal escalón 0.93;Normal bordillo 0.69;438806,825;4482002,057;438697,499;4481794,566;662,397;713,424;;3320;;N106;;;;;2006;30/06/2006
M124;559;"Clavo de metro en entrada de la estación de metro ""Pitis"" en el centro de la entrada.";Clavo Reglamentario.;Esquina muro 1.95;Esquina muro 1.88;Normal escalón 0.72;Normal sencillo 0.89;438614,207;4483208,314;438504,893;4483000,823;660,594;711,622;;N107;;8170;;8169;;;2006;30/06/2006
M126;559;"Empotrado enter losas de granito en la plataforma superior de la boca de metro ""San Cipriano"" acceso San Cipriano, números pares, la boca de metro está en la acera de los pares de la C/ San Cipriano nº 44 junto al cruce con la C/ Jardín de la duquesa.";Clavo Reglamentario.;Esquina muro 1.02;Esquina muro 0.84;Esquina muro 2.3;Esquina imaginaria plataforma 2.75;448853,943;4472970,744;448744,466;4472763,14;678,427;729,515;;6494;;6493;;N141;;;2006;30/06/2006
M127;559;"Empotrado entre losas de granito en la plataforma superior de la boca de ""Vicalvaro"" acceso Paseo de los Artilleros situada en Paseo de los Astilleros a la altura de la entrada al Campus de la facultad de C.C. Juridicas y sociales de Vicalvaro.";Clavo Reglamentario.;Esquina muro 0.89;Esquina muro 1.38;Esquina imaginaria plataforma 2.90;Esquina imaginaria plataforma 3.27;448420,709;4473078,063;448311,236;4472870,464;687,894;738,934;;6505;;2625;;N140;;;2006;30/06/2006
M128;559;Empotrado en losa de granito, en la plataforma superior en la boca de metro de Valdebernardo, acceso Bulevar Indalecio Prieto-calle Raya.;Clavo Reglamentario.;Esquina escalón  1,02;Esquina escalón  3,19;Esquina muro   1,50;Esquina muro   3,58;447393,437;4472658,307;447283,96;4472450,721;688,241;739,292;;2613;;N139;;;;;2006;30/06/2006
M129;559;Empotrado entre las losas de granito, en la plataforma superior de la boca de metro de Pavones, acceso Hacienda de Pavones (pares).;Clavo Reglamentario.;Esquina escalón  2,59;Esquina escalón  1,58;Esquina muro  2,28;Esquina muro  1,17;446176,872;4472629,277;446067,398;4472421,706;683,239;734,283;;6302;;6304;;N138;;;2006;30/06/2006
M131;559;Clavo del metro situado en la esquina Noreste del acceso a la Estacion del Metro de Vinateros, desde el lado Sur (numeros impares) del Camino de los Vinatersos, junto a colegio pulico de enseñanza primaria.;Clavo Reglamentario.;Esquina petril 2.95;Esquina escalon 3.35;Esquina escalon 1.59;Esquina petril 0.37;444965,853;4473619,922;444856,406;4473412,366;654,115;705,156;;N136;;6325;;2668;;;2006;30/06/2006
9339;559;En el bordillo de la calle Alcalde Sainz de Baranda, junto a Televesión Española, en el paso de peatones y semáforo, a unos 20 metros del desvio a M-30 sur.;Clavo Reglamentario.;Semáforo   0.67;Normal a bordillo   2.71;Esquina alcorque   6.67;Centro registro tráfico   7.15;443980,388;4474940,95;443870,977;4474733,4;646,23;697,262;;9330;;9022;;;;;2006;30/06/2006
9350;559;En el bordillo del Paseo de la Castellana, en el cruce con la Plaza de Cuzco.;Clavo Reglamentario.;Farola  1.81;Esquina arqueta   0.21;Esquina arqueta   0.67;Poste   1.02;441611,856;4479073,725;441502,501;4478866,205;711,914;762,938;;7589;;7035;;;;;2006;30/06/2006
9028;559;En el bordillo de la acera frente al nº 71  en la esquina de la C/ Cardencha, en el cruce de esta con la C/ Arenas de San Pedro.;Clavo Reglamentario.;Farola 3.49;Esquina registro 3.47;Esquina registro 3.56;Esquina acera 4.87;433904,595;4472073,968;433795,163;4471866,544;667,764;718,786;;9404;;358;;;;;2006;30/06/2006
9029;559;Empotrada en el soporte de hormigon de soporte para antiguo cartel informativo que se encuentra en el terrenos de cultivo entre el EDAR de la Gavia y la M-45.;Clavo Reglamentario.;Pata rota de poste 4.97;Pata rota de poste 0.09;Pata rota de poste 5.08;;444571,377;4466722,844;444461,854;4466515,307;596,392;647,434;;372;;9087;;;;;2006;30/06/2006
9030;559;Empotrado en bordillo de isleta que está situada frente a la entrada a Mercamadrid yendo desde la M-40.;Clavo Reglamentario.;Normal a linea blanca 2.70;Esquina bordillo 11.61;Matorral 2.18;;443267,71;4468300,531;443158,209;4468093,015;589,991;641,029;;1908;;253;;1909;;;2006;30/06/2006
9031;559;En la zona más alta del cerro con pinos repoblados dentro del Parque Entrevías, en la parte de atrás de las cocheras de la E.M.T. La cota está dada al clavo de nivelación de la base del pilar.;Hito geodésico.;;;;;442859,698;4469578,693;442750,213;4469371,185;606,179;657,213;;1452;;7345;;9232;;;2006;30/06/2006
9032;559;Empotrado en bordillo del camino de arena, en la parte de atrás de los campos de fútbol de Entrevías, entre estos y la M-40.;Clavo Reglamentario.;Arbol 2.89;Arbol 2.59;Normal a canaleta 2.37;Normal a bordillo 5.62;444246,87;4469122,669;444137,371;4468915,134;611,361;662,397;;7359;;1910;;9076;;;2006;30/06/2006
9033;559;En el bordillo de la acera en el puente de la Avenida Principal del Ensanche de Vallecas sobre la M-45. El vértice se encuentra sobre la mediana de la avenida, en el margen derecho de la calzada que da acceso a Vallecas.;Clavo Reglamentario.;Esquina registro 1.35;Esquina registro 0.87;Esquina sumidero 0.22;Esquina sumidero 0.24;448680,301;4468906,846;448570,781;4468699,247;641,903;692,936;;6001;;6417;;8265;;9075;2006;30/06/2006
9034;559;Empotrado en hormigón de acera del puente sobre la M-40 que da acceso a Vallecas. El vétice está en la margen derecha, accediendo en dirección a la Avd/ de la Albufera, encima de la mediana de la M-40.;Clavo Reglamentario.;Normal a bordillo 1.26;Farola 2.60;Poste bionda 2.08;Poste bionda 1.61;446227,347;4470918,538;446117,85;4470710,967;655,016;706,052;;9125;;;;;;;2006;30/06/2006
9035;559;Sobre acera de hormigón, en el lado sur de la M-50 sobre paso de camino de cañada de merinas a PAU de Vallecas, en la esquina sureste en la acera de 0,50 m. de ancho con pretil de hormigón, 350 mts. Al oeste de la gasolinera de Repsol.;Clavo Reglamentario.;Esquina de pretíl   0,67;Poste de bionda   3,30;Piquete de alambrada   3,43;;449681,805;4466192,422;449572,264;4465984,813;629,009;680,056;;373;;222;;9052;;9066;2006;30/06/2006
9036;559;En el borde norte de la cañada Real frente a la parcela nº 83 y a la entrada de acceso a las parcelas nº 128-130 TRANSPORTES MUNTO-TRANSA S.L., junto a la esquina de la almbrada de una finca de olivos.;Clavo Reglamentario.;;;;;450224,101;4465769,244;450114,556;4465561,627;637,25;688,298;;221;;222;;9074;;232;2006;30/06/2006
9037;559;Desde Villaverde Bajo , tomamos la carretera M-301 hacia los Rosales y en el pk 6+050, giramos a la izquierda. Tras recorrer 1400 metros, giramos a la izquierda por la Cañada Real de Merinas, al llegar a la Depuradora Sur, pasando por el puente que cruza;Clavo Reglamentario.;Normal plataforma 1.03;Normal plataforma 1.03;Normal plataforma 0.90;;447361,794;4465274,614;447252,249;4465067,039;595,951;646,998;;9046;;601;;226;;9045;2006;30/06/2006
9039;559;En la esquina noreste del puente del AVE Madrid-Barcelona, por donde pasa el camino de Perales a Vallecas, sobre una mancha de hormigón rugoso en el arcen este del camino y en la cabeza de talud de la rampa de subida al puente viniendo de Vallecas.;Clavo Reglamentario.;;;;;445646,114;4465390,398;445536,575;4465182,847;590,193;641,238;;9049;;383;;615;;227;2006;30/06/2006
9040;582;Sobre una afloración de roca caliza, en un pequeño altillo alborde oeste de una zanja antigua trinchera, la zona está 40 mts. Al este de una torre metálica de alta tensión con cuatro nidos de cigüeña.;Clavo Reglamentario.;;;;;449191,355;4462870,742;449081,784;4462663,145;581,703;632,757;;589;;9054;;9041;;9050;2006;30/06/2006
9041;582;Sobre la cabeza de hormigón de un registro de alcantarillado en el borde suroeste del vertedero de inertes. La señal esta situada a 8 mts. De la alambrada del vertedero y en el borde norte del camino pista de gravilla.;Clavo Reglamentario.;;;;;449005,766;4463346,864;448896,2;4463139,269;580,808;631,861;;9040;;9050;;588;;224;2006;30/06/2006
9042;559;Situado al noroeste de la iglesia que está situada al norte de la cañada de merinas. El clavo está puesto en la base de hormigón de una cruz metálica.;Clavo Reglamentario.;Esquina de placa de hormigón  0,97;Esquina de placa de hormigón  0,76;Esquina de iglesia  4,14;;451430,234;4467007,938;451320,699;4466800,297;607,132;658,18;;9043;;9069;;9047;;221;2006;30/06/2006
9043;559;En la acera noroeste del puente construido sobre el AVE Madrid-Barcelona, del camino asfaltado que une la A-3 con la cañada Real. La señal está empotrada en el centro de la acera en el borde norte junto a un clavo speed.;Clavo Reglamentario.;;;;;451586,791;4467861,508;451477,264;4467653,863;612,517;663,563;;9048;;9042;;9047;;9069;2006;30/06/2006
9044;559;En el borde sur de la cañada y al oeste del cruce de entrada al vertedero de escombros, la zona es un cruce de la carretera de la cañada con el acceso al vertedero y un camino de tierra que va a Vallecas, a la altura de la caretera N-65 de la cañada.;Clavo Reglamentario.;Esquina de tapia    5,30;Esquina de tapia   1,77;Esquina de tapia   4,61;;451025,843;4466429,006;450916,304;4466221,373;612,21;663,257;;9074;;221;;222;;446;2006;30/06/2006
9045;559;Sobre un poste partido de hormigón de 0,80 mts. De altura, situado 250 mts. Al sur de la M-50 y 20 mts. Al oeste del camino de tierra que da acceso a una escombrera, existe un poste de hormigón eléctrico a 5 mts. En dirección al oeste.;Clavo Reglamentario.;;;;;447970,246;4465399,391;447860,7;4465191,807;597,159;648,206;;9046;;9057;;9037;;601;2006;30/06/2006
9046;582;Desde Villaverde Bajo tomamos la carretera M-301 hacia S. Martín de la Vega y, en el pk 6.05 giramos a la izquierda y tras recorrer 1,4 km llegamos a la depuradora girando a la izquierda y pasando por el puente que cruza el Canal de Manzanares. Recorremo;Hito Geodésico.;;;;;447667,956;4464731,833;447558,405;4464524,255;603,817;654,865;;9045;;9037;;9057;;388;2006;30/06/2006
9047;559;En el borde norte de la pista asfaltada al sur del AVE Madrid -Barcelona, a 1 m. De la alambrada,  colocada entre un armario eléctrico al este y un poste de catenaria al oeste, la pista asfaltada viene de la cañada Real y de la A-3.;Clavo Reglamentario.;;;;;451225,676;4467471,342;451116,145;4467263,704;608,428;659,474;;9048;;9043;;9042;;9069;2006;30/06/2006
9048;559;Sobre una roca de granito empotrada en el suelo, sobre un vertedero de escombros ya clausurado que esta al final del camino que sale del cruce de acceso a la A-3 desde la cañada Real,  la señal está a 13 mts. Al sur de la cabeza del talud del vertedero d;Clavo Reglamentario.;;;;;452493,146;4467662,2;452383,619;4467454,535;602,161;653,209;;9051;;9047;;9043;;9070;2006;30/06/2006
9049;559;En la esquina noroeste del puente de la M-50 (desvio a la M-45) sobre el AVE de Madrid-Barcelona, entre la cabeza de talud y la bionda en una placa de hormigón que tapa una tuberia eléctrica.;Clavo Reglamentario.;;;;;446585,93;4465445,232;446476,389;4465237,667;596,539;647,584;;9039;;9059;;615;;227;2006;30/06/2006
9050;582;Sobre un hito de granito grabado con las iniciales DP, situado a 200 mts. Al oeste de las oficinas del vertedero de inertes, la señal está en la cabeza de talud y junto a una zanja (antigua trinchera).;Clavo Reglamentario.;;;;;449155,192;4464303,14;449045,635;4464095,542;603,701;654,752;;9041;;9040;;9052;;224;2006;30/06/2006
9051;559;En el final del tramo recto del bordillo de la calle que da acceso a la planta de regeneración de residuos de construcción y demolición DYR, 100 mts. Al norte de la báscula de la entrada y 400 mts. Al sur de la cañada, desde donde se acede por un camino;Clavo Reglamentario.;;;;;451952,738;4467024,638;451843,205;4466816,987;608,03;659,078;;9048;;9047;;9043;;587;2006;30/06/2006
9052;559;Sobre el edificio de oficinas de la planta de tratamiento integral de residuos sólidos urbanos LAS LOMAS, sobre la esquina suroeste del brocal de la rampa de acceso a la azotea.;Clavo Reglamentario.;Esquina de brocal   0,78;Esquina de brocal   1,02;;;449427,966;4465386,468;449318,419;4465178,864;640,031;691,08;;9035;;9057;;9053;;9050;2006;30/06/2006
9053;582;En la esquina sureste de una arqueta de hormigón de sus eléctrico, situada al sur de la planta de desgasificación del vertedero de Las Dehesas y a 5 mts. Al norte de la pista de acceso.;Clavo Reglamentario.;;;;;449741,496;4464734,472;449631,943;4464526,864;624,331;675,381;;9052;;9058;;591;;222;2006;30/06/2006
9054;582;Sobre un mojón de granito colocado en la margen este del camino que separa los vertederos y que era una antigua cañada, la zona está 1 km. Al sur de la zona de tolvas del vertedero nuevo.;Clavo Reglamentario.;;;;;449744,928;4463799,146;449635,365;4463591,539;598,446;649,498;;9040;;589;;588;;;2006;30/06/2006
M132;559;Clavo del metro que se encuentra en el centro del acceso a la Estación de metro Estrella de la linea nº 9 desde el lado Sur (numeros pares) del Camino de Vinateros, en el Barrio de Vicalvaro-Moratalaz y frente al Centro Comercial Alcampo.;Clavo Reglamentario.;Esquina petril 1.54;Esquina escalon 1.77;Esquina escalon 2.25;Esquina petril 1.99;444095,202;4473747,274;443985,766;4473539,728;622,655;673,632;;N135;;6322;;;;;2006;30/06/2006
M133;559;Clavo del metro situado en la boca del metro de la Estación de Ibiza de la linea nº 9, situada en el boulevard de la C/ Ibiza, entre los nº 4 y 5 de esta y junto al cruce con la C/ Lope d Rueda.;Clavo Reglamentario.;Esquina petril 2.28;Esquina escalon 2.45;Esquina petril 1.19;Esquina escalon 1.47;442594,925;4474621,466;442485,515;4474413,933;672,534;723,549;;;;;;;;;2006;30/06/2006
M134;559;En la boca del metro de Cruz del Rayo, acceso a Principe de Vergara (numeros pares).;Clavo Reglamentario.;Esquina bordillo 0.51;Esquina bordillo 0.80;Esquina bordillo 2.59;Esquina bordillo 2.60;442613,126;4477718,611;442503,756;4477511,073;704,753;755,709;;N115;;7595;;9312;;9357;2006;30/06/2006
M135;559;En la boca del metro de Concha Espina acceso a Plaza de Cataluña.;Clavo Reglamentario.;Normal a bordillo 0.30;Normal a bordillo 1.29;Esquina muro 0.31;Esquina bordillo 1.30;442642,285;4478080,968;442532,918;4477873,432;709,385;760,308;;9357;;N114;;;;;2006;30/06/2006
M136;559;En boca de metro Colombia, acceso calle Principe de Vergara y Plaza de la República Dominicana.;Clavo Reglamentario.;Esquina muro  0.80;Esquina muro  2.65;Normal bordillo   0.73;Normal bordillo  0.90;442728,222;4478993,767;442618,864;4478786,235;707,87;758,9;;1605;;;;;;;2006;30/06/2006
M137;559;En boca de metro Pio XII, en el acceso Avenida Pio XII.;Clavo Reglamentario.;Esquina escalón  0.47;Esquina escalón  2.52;Esquina escalón   2.65;Esquina escalón  0.95;442795,61;4479526,994;442686,26;4479319,464;712,395;763,394;;1744;;1731;;N112;;;2006;30/06/2006
M140;559;Clavo del metro en la entrada a la boca del metro de Barrio del Pilar, en la C/ Ginzo de Lima, frente al nº 29.;Clavo Reglamentario.;Esquina muro 0.92;Esquina muro 0.57;Esquina escalon 2.46;Esquina muro 2.22;440438,044;4481253,483;440328,713;4481045,976;689,568;740,539;;N100;;1672;;;;;2006;30/06/2006
M141;559;Clavo del metro en la boca de metro de Herrera Horia, en la C/ Ginzo de Lima,frente a la parroquia de Santa Maria de la Esperanza.;Clavo Reglamentario.;Esquina escalon 1.28;Esquina muro 1.12;Esquina muro 2.81;Esquina escalon 2.94;440198,346;4481898,694;440089,021;4481691,19;699,623;750,556;;1646;;;;;;;2006;30/06/2006
M143;559;Clavo del metro en la boca del metro de Begoña, en la C/ San Modesto.;Clavo Reglamentario.;Esquina escalon 1.96;Esquina muro 1.03;Esquina muro 3.01;Esquina muro 2.92;441873,432;4481849,927;441764,11;4481642,407;726,52;777,514;;6861;;;;;;;2006;30/06/2006
M145;559;En la boca de metro de Cuzco, acceso a Paseo de La Castellana (numeros impares).;Clavo Reglamentario.;Esquina muro 0.94;Esquina muro 1.02;Esquina muro 2.87;Esquina muro 2.91;441576,361;4479064,306;441467,005;4478856,786;711,873;762,898;;7036;;7035;;;;;2006;30/06/2006
M146;559;En la boca de metro de Santiago Bernabeu, acceso a Paseo de La Castellana (numeros pares).;Clavo Reglamentario.;Esquina muro 1.08;Esquina muro 0.86;Normal a bordillo 0.81;Normal a bordillo 0.72;441559,494;4478289,304;441450,129;4478081,782;694,498;745,54;;7587;;7588;;;;;2006;30/06/2006
M151;559;Empotrado entre losas de granito en la plataforma superior en la boca de metro de Pan Bendito, acceso Avenida Abrantes (pares) y calle Besolla.;Clavo Reglamentario.;Esquina muro   2,87;Esquina muro  1,15;Esquina en circulo de esquina plataforma  1,03;Esquina en circulo de esquina plataforma  2,95;437743,406;4469939,247;437633,94;4469731,797;612,47;663,581;;;;;;;;;2006;30/06/2006
8380;559;En bordillo de la C/ San Millan frente al nº 5.;Clavo Reglamentario.;Centro boca de riego 3.16;Centro arqueta CYII 2.94;Esquina cierre 2.59;Esquina cierre 3.26;440054,412;4473873,284;439944,963;4473665,795;647,186;698,211;;8381;;1036;;;;;2006;30/06/2006
8381;559;En bordillo de la C/ Duque de Alba, en el cruce con las calles San Millan y de los Estudios.;Clavo Reglamentario.;Centro arqueta telefonica 0.73;Pie señal tráfico 1.03;Vértice alcantarilla 1.80;Vértice alcantarilla 1.70;440108,943;4473878,635;439999,494;4473671,146;646,952;697,977;;7824;;8380;;8382;;;2006;30/06/2006
8382;559;En la Plaza de Tirso de Molina, en el cruce con la C/ Duque de Alba.;Clavo Reglamentario.;Vértice alcantarilla 1.05;Vértice alcantarilla 1.36;Vértice arqueta Madritel 1.57;Vértice arqueta Madritel 1.23;440259,121;4473939,311;440149,672;4473731,82;649,86;700,885;;8381;;8383;;;;;2006;30/06/2006
8383;559;En bordillo  de la Plaza Tirso de Molina, en el cruce con la C/ de la Colegiata.;Clavo Reglamentario.;Vértice alcantarilla 2.10;Vértice alcantarilla 1.98;Centro arqueta CYII 2.44;Centro arqueta CYII 3.06;440283,332;4474003,446;440173,884;4473795,955;651,533;702,558;;8382;;8384;;;;;2006;30/06/2006
8401;559;En bordillo del cruce de las calles del Carmen y del Ampelido.;Clavo Reglamentario.;Pie bolardo 1.13;Pie bolardo 0.17;Esquina arqueta 0.81;Esquina alcantarilla 1.42;437883,806;4473195,176;437774,361;4472987,71;595,863;646,905;;8402;;7693;;;;;2006;30/06/2006
8402;559;En bordillo del Paseo Olivos en el cruce con la C/ Ampelide.;Clavo Reglamentario.;Pie bolardo 1.70;Pie bolardo 0.18;Esquina sumidero 0.42;Pie señal tráfico 2.68;437816,985;4473239,021;437707,541;4473031,556;599,495;650,537;;8401;;8403;;;;;2006;30/06/2006
8403;559;En bordillo de la C/ Paseo Olivos en el cruce con la C/ Antonio Gistan.;Clavo Reglamentario.;Esquina muro 1.91;Esquina arqueta 1.54;Esquina sumidero 0.74;Esquina sumidero 1.14;437744,69;4473230,694;437635,246;4473023,23;602,937;653,979;;8402;;8404;;;;;2006;30/06/2006
8404;559;En bordillo del Paseo Olivos en el cruce de la C/ de los Jesuitas.;Clavo Reglamentario.;Esquina arqueta 4.08;Arqueta 1.74;Esquina marquesina 2.56;Esquina arqueta 3.42;437682,564;4473237,975;437573,12;4473030,511;605,859;656,901;;8403;;8405;;;;;2006;30/06/2006
8405;559;En bordillo de la C/ los Jesuitas, unos 10 m antes del cruce con la C/ Turaco.;Clavo Reglamentario.;Extremo barandilla 0.90;Esquina buzón 1.74;Esquina buzón 1.99;Arqueta CYII 2.97;437695,183;4473300,642;437585,74;4473093,179;611,745;662,787;;8404;;8406;;;;;2006;30/06/2006
8406;559;En bordillo de la C/ Navas del Rey junto al portal nº 65.;Clavo Reglamentario.;Esquina puerta 1.71;Esquina puerta 1.27;Esquina puerta 1.56;Esquina puerta 4.06;437664,631;4473372,314;437555,189;4473164,851;621,25;672,292;;8405;;8407;;;;;2006;30/06/2006
8407;559;En bordillo de la C/ Navas del Rey junto a la entrada del portal nº 54.;Clavo Reglamentario.;Esquina arqueta 2.67;Esquina arqueta 0.40;Esquina puerta 1.61;Esquina puerta 2.94;437628,691;4473433,234;437519,25;4473225,772;624,704;675,746;;8406;;8408;;;;;2006;30/06/2006
8408;559;En bordillo de la C/ Navas del Rey frente al nº 7 (escuela de música).;Clavo Reglamentario.;Esquina puerta garaje 1.13;Esquina muro 1.56;Esquina muro 2.40;Esquina arqueta 0.82;437524,584;4473675,347;437415,146;4473467,888;638,946;689,988;;8407;;8409;;;;;2006;30/06/2006
8409;559;En bordillo del Paseo de Extremadura en el cruce con la C/ Navas del Rey.;Clavo Reglamentario.;Esquina arqueta 0.73;Esquina arqueta 1.04;Pie semáforo 0.88;Esquina arqueta 1.44;437495,131;4473740,617;437385,694;4473533,158;638,947;689,989;;7741;;8408;;;;;2006;30/06/2006
8410;559;En bordillo de la C/ Mártires del Alcalá, en el cruce con la C/ Santa Cruz de Marcenado.;Clavo Reglamentario.;Esquina arqueta 1.02;Esquina arqueta 1.50;Pie bolardo 0.57;Pie bolardo 0.93;439679,899;4475871,999;439570,474;4475664,526;658,259;709,301;;7788;;8411;;;;;2006;30/06/2006
8411;559;En bordillo de la C/ Princesa en el cruce con la C/ Mártires de Alcalá.;Clavo Reglamentario.;Pie bolardo 1.04;Pie bolardo 0.53;Pie bolardo 2.04;Esquina cartel 1.73;439552,08;4475664,45;439442,653;4475456,977;647,043;698,085;;8410;;7777;;9321;;;2006;30/06/2006
8412;559;En bordillo de la C/ Princesa a unos 15 m de la Plaza de España.;Clavo Reglamentario.;Extremo barandilla 1.02;Pie semáforo 0.63;Esquina armario 0.97;Alcantarilla 1.17;439730,014;4475334,013;439620,583;4475126,536;640,086;691,128;;7777;;1068;;;;;2006;30/06/2006
8413;559;En bordillo de la C/ Méndez Alvaro en el cruce con la C/ Mejorada del Campo.;Clavo Reglamentario.;Esquina alcantarilla 0.21;Esquina alcantarilla 0.75;Esquina parquímetro 1.45;Pie bolardo 2.86;441959,408;4472572,189;441849,936;4472364,67;604,791;655,833;;1052;;8415;;;;;2006;30/06/2006
8414;559;En bordillo de la C/ Méndez Alvaro en la entrada de Carruajes a la tienda de recambios del nº 11.;Clavo Reglamentario.;Esquina arqueta 3.33;Pie farola 3.65;Esquina arqueta 4.07;Pie bolardo 4.29;441894,945;4472695,463;441785,474;4472487,946;607,133;658,175;;8413;;8418;;;;;2006;30/06/2006
8415;559;En acera de la C/ del Comercio en la salida del tunel en la parte más cercana a la C/ Méndez Alvaro.;Clavo Reglamentario.;Pie poste barandilla 1.06;Pie poste barandilla 2.60;Inicio de muro y puente 3.21;Esquina alcorque 4.25;442129,874;4472683,196;442020,402;4472475,676;595,887;646,929;;8413;;8416;;;;;2006;30/06/2006
8416;559;En acera de la C/ del Comercio a la salida del tunel viniendo desde la C/ Méndez Alvaro frente a escaleras.;Clavo Reglamentario.;Esquina alcantarilla 2.95;Pie poste más alto 0.82;Esquina muro 4.20;Esquina arqueta 2.50;442236,967;4472840,115;442127,497;4472632,594;605,112;656,154;;8415;;8417;;;;;2006;30/06/2006
8517;534;En el mojon M-93, A-34, en el borde Oeste del Camino de la Dehesa, pegado a la valla Norte de la última finca vallada. Dicho camino arranca a 700 m al Sur, en el cruce con la M-603 (P.K. 1+900).;Clavo Reglamentario.;Chaparro 2.49;Esquina poste valla 1.28;Esquina poste valla 4.64;Esquina poste valla 1.89;443678,38;4486019,332;443569,077;4485811,797;710,701;761,705;;;;;;;;;2006;30/06/2006
8518;534;En el mojon M-94, A-35, en el interior de un solar industrial abandonado, en el rincón Suroeste y pegado al Camino de la Dehesa. Dicho camino arranca a 300 m al Sur, en el cruce con la M-603 (P.K. 1+900).;Clavo Reglamentario.;Arbol 1.21;Arbol 1.95;Interseccion vallas 1.18;;443676,146;4486017,279;443566,843;4485809,744;712,577;763,581;;508;;9192;;;;;2006;30/06/2006
