Vertice,C,254;Hoja_MTN,C,50;Situacion,C,254;Señal,C,254;Referencia,C,50;Referenc_1,C,50;Referenc_2,C,50;Referenc_3,C,50;X_ED50,N,19,11;Y_ED50,N,19,11;X_ETRS89,N,19,11;Y_ETRS89,N,19,11;Z_Ortometr,N,19,11;Altura,N,19,11;AzmVert1Vi,C,50;Nombre1Vis,C,50;AzmVert2Vi,C,50;Nombre2Vis,C,50;AzmVert3Vi,C,50;Nombre3Vis,C,50;AzmVert4Vi,C,50;Nombre4Vis,C,50;Año,N,9,0;Fecha,D
1339;559;En bordillo junto a jardín de la Avda. de Miraflores, a unos 20 mts. de la Ciudad Puerta de Hierro (entrada - salida).;Clavo Reglamentario.;Esquina alcorque 2.34;Esquina registro 6.39;Esquina alcorque 8.07;Centro farola 6.91;438249,426;4479279,169;438140,072;4479071,685;655,36;706,379;;1338;;1340;;6897;;;2006;30/06/2006
1340;559;En el bordillo de la Avd/ D e Miraflores, a 5 m de la entrada al nº 4 y frente al nº 7.;Clavo Reglamentario.;Esquina registro 13.15;Registro 9.06;Esquina registro 13.14;Esquina registro 9.98;438295,979;4479396,17;438186,626;4479188,686;653,852;704,871;;1341;;1339;;;;;2006;30/06/2006
1341;559;En bordillo de la Avda. de Miraflores, frente al nº 13, a unos 15 mts. del cruce con la C/ Colmenarejo.;Clavo Reglamentario.;Centro registro 16.30;Centro registro 10.38;Distancia mínima verja 3.90;Esquina alcorque 1.43;438273,643;4479518,725;438164,292;4479311,24;654,156;705,176;;1340;;1342;;;;;2006;30/06/2006
1342;559;Entre las baldosas de la acera de la Avd/ De Miraflores, frente al nº 15 que es la Embajada de Grecia.;Clavo Reglamentario.;Esquina cabina telefonos 16.96;Normal a bordillo 1.11;Esquina muro 17.22;Normal a muro 1.31;438282,818;4479632,354;438173,469;4479424,869;657,473;708,493;;6895;;1341;;;;;2006;30/06/2006
1343;559;Entre el bordillo de la acera de la Avd/ De Miraflores, frente al nº 19 que es la Embajada de Arabia Saudí.;Clavo Reglamentario.;esquina muro 4.28;Normal a bordillo 1.46;Esquina bordillo 3.63;esquina muro 3.28;438156,756;4479657,926;438047,407;4479450,443;663,971;714,991;;1344;;6994;;;;;2006;30/06/2006
1344;559;En el bordillo del cruce de la Avd/ De Miraflores con la C/ Isla de Oza.;Clavo Reglamentario.;Esquina alcorque 1.86;Registro 1.32;Esquina alcorque 2.05;Esquina bordillo 2.22;438130,493;4479876,764;438021,147;4479669,281;670,933;721,953;;6891;;6883;;;;;2006;30/06/2006
1346;559;En el bordillo de la C/ Isla de Oza, cruce con la C/ San Martín de Porres, a unos 5 m y frente a la caseta de vigilancia.;Clavo Reglamentario.;Esquina registro 6.58;Normal a muro 2.12;Poste 1.93;Esquina bordillo 7.56;438473,505;4479819,675;438364,158;4479612,188;671,359;722,381;;6891;;6892;;;;;2006;30/06/2006
1348;559;En el bordillo de la C/ Isla de Oza, cruce con la C/ Nueva Zelanda.;Clavo Reglamentario.;Esquina registro 2.04;Esquina armario 2.05;Registro 6.22;Normal a muro 3.47;438754,873;4479767,907;438645,524;4479560,418;678,628;729,649;;6892;;1349;;;;;2006;30/06/2006
1349;559;En el bordillo de la C/ Nueva Zelanda, a unos 5 m de la entrada al nº 14.;Clavo Reglamentario.;Poste 4.94;Normal a muro 2.24;esquina alcorque 10.91;Esquina registro 9.82;438748,924;4479890,004;438639,577;4479682,515;673,065;724,088;;1348;;1353;;;;;2006;30/06/2006
1350;559;En el bordillo de la C/ Antonio Machado, a unos 25 mts. del nº 15.;Clavo Reglamentario.;Esquina alcorque 1.05;Esquina registro 1.52;Esquina alcorque 1.57;Esquina registro 1.64;439046,901;4479658,912;438937,551;4479451,42;687,985;739,003;;1348;;1351;;1684;;3336;2006;30/06/2006
1351;559;En bordillo de isleta de la C/ Antonio Machado en el cruce con la C/ Alcalde Martín de Alzaga.;Clavo Reglamentario.;Pie semáforo 11.91;Registro 11.35;Pie semáforo 12.32;Pie semáforo 11.01;439110,292;4479519,28;439000,941;4479311,788;698,252;749,271;;1350;;6643;;7111;;;2006;30/06/2006
1353;559;En el bordillo de la C/ Nueva Zelanda, en el cruce con la C/ Ruperto Andrés y a 5 mts. de la entrada al nº42.;Clavo Reglamentario.;Esquina alcorque 3.08;Esquina alcorque 3.33;Esquina registro 4.53;Centro registro 5.00;438705,44;4480123,095;438596,095;4479915,605;657,95;708,976;;1349;;1354;;;;;2006;30/06/2006
1354;559;En el bordillo de la C/ Nueva Zelanda, junto al nº 63 y a 5 m  de la entrada a garaje del mismo nº.;Clavo Reglamentario.;Esquina sumidero 1.12;Registro 2.56;Farola 6.86;Esquina registro 6.73;438476,097;4480460,518;438366,756;4480253,031;643,449;694,473;;1353;;6893;;;;;2006;30/06/2006
1355;559;En el bordillo de la acera exterior del Puente de Capuchinos.;Clavo Reglamentario.;Soporte bionda 0.93;normal a bordillo 0.40;Farola 7.76;Normal a muro 1.61;439688,811;4471503,534;439579,356;4471296,059;596,161;647,187;;296;;6945;;;;;2006;30/06/2006
1356;559;En el hormigón sobre la pasarela del Paseo de Santa María de la Cabeza, a la altura del nº 105.;Clavo Reglamentario.;Esquina pasarela 14.84;Normal a pasarela 0.82;Esquina pasarela 16.52;Normal a pasarela 0.94;440021,643;4471660,94;439912,189;4471453,462;590,05;641,072;;1355;;1357;;;;;2006;30/06/2006
1357;559;En el hormigón sobre el puente del Paseo de Santa María de la Cabeza cruce con C/ Antonio López.;Clavo Reglamentario.;Normal a muro 1.10;Registro 21.00;Esquina muro 19.26;Esquina sumidero 20.79;440178,919;4471842,743;440069,467;4471635,261;581,602;632,627;;7719;;1360;;1356;;298;2006;30/06/2006
1360;559;En el bordillo de la C/ Antonio López, frente al nº 138.;Clavo Reglamentario.;Esquina registro 3.19;Esquina alcorque 5.39;Semaforo 1.01;Esquina alcorque 5.25;440459,929;4471629,261;440350,473;4471421,777;577,282;628,3;;1357;;7721;;;;;2006;30/06/2006
137;559;En el centro de la tercera pasarela sobre el FFCC hacia el Norte, entrando por la Ctra. Barajas pueblo o Avd/ Logroño, pasada la M-40 por la calle que conduce a una zona de aparcamiento.;Clavo Reglamentario.;;;;;448486,932;4478719,906;448377,542;4478512,312;655,276;706,29;;3063;;1938;;212;;;2006;30/06/2006
1370;559;En el bordillo de acera de la C/ Marcelo Usera, junto al nº 102 y frente a la C/ Isabelita Usera.;Clavo Reglamentario.;Esquina registro 2.87;Esquina alcorque 2.52;Esquina alcorque 3.48;Esquina alcorque 3.36;440001,139;4471007,444;439891,677;4470799,971;611,466;662,472;;7726;;7728;;;;;2006;30/06/2006
6577;534;En bordillo de la vía de servicio de la carretera de Colmenar Viejo, junto a la entrada de la Residencia de Ancianos Doctor González Bueno.;Clavo Reglamentario.;Vértice de sumidero 1.10;Vértice de sumidero 0.69;Vértice de cruce de bordillo 5.30;Señal de tráfico 4.67;441825,406;4486419,565;441716,114;4486212,045;721,735;772,738;;6578;;6553;;;;;2006;30/06/2006
1371;559;En el bordillo de la Avd/ Ciudad de Barcelona, junto a colegio y frente al nº 200.;Clavo Reglamentario.;Poste barandilla 0.82;Borde farola 1.44;Esquina muro 3.53;Esquina muro 6.00;442988,401;4472631,582;442878,952;4472424,056;608,69;659,738;;6220;;7871;;;;;2006;30/06/2006
1374;559;En el bordillo del cruce de la Avda. de la Albufera con la C/ Sierra Carbonera.;Clavo Reglamentario.;Esquina alcorque 0.48;Esquina fachada 5.29;Esquina alcorque 1.16;Esquina registro 1.61;443895,77;4471979,14;443786,304;4471771,601;622,553;673,565;;6218;;6267;;6365;;;2006;30/06/2006
1377;559;En el bordillo de la Avd/ De la Albufera a unos 15 m del nº 135 y casi frente al Centro Comercial La Albufera.;Clavo Reglamentario.;Poste barandilla 1.07;Poste barandilla 0.18;Poste barandilla 1.34;Esquina respiradero 3.68;444380,902;4471653,402;444271,428;4471445,856;648,976;700,007;;1375;;1380;;;;;2006;30/06/2006
1378;559;En el bordillo en una isleta al comienzo de la Avda. de Pío Felipe, cruce con la Avda. de la Albufera.;Clavo Reglamentario.;Esquina bordillo jardín 5.88;Esquina bordillo jardín 5.40;Esquina bordillo jardín 6.02;Esquina registro 1.21;444614,18;4471660,811;444504,704;4471453,262;654,17;705,213;;299;;1379;;1380;;;2006;30/06/2006
1379;559;En extremo de banco de hormigón en la Glorieta de parque en la confluencia de las calles Pío Felipe y Ramón Pérez de Ayala.;Clavo Reglamentario.;Esquina hormigón 0.43;Esquina hormigón 0.52;Esquina hormigón 0.37;Esquina hormigón 0.23;444733,354;4472056,302;444623,883;4471848,751;681,072;732,106;;102;;1378;;;;;2006;30/06/2006
1380;559;En el bordillo del jardín de la Avenida de la Albufera junto al carril-bici entre los bloques 42 y 44 de la C/ Carlos Solé.;Clavo Reglamentario.;Esquina registro 10.70;Pie farola 9.75;Esquina registro 13.94;Farola 20.30;444821,372;4471623,278;444711,893;4471415,725;667,935;718,976;;1377;;1378;;1381;;5380;2006;30/06/2006
1381;559;En el bordillo de la C/ Palacios a unos 10 m del cruce con la C/ Santillana del Mar.;Clavo Reglamentario.;Esquina alcorque 2.22;Normal a bordillo 4.44;Esquina alcorque 3.73;Esquina alcorque 0.05;445139,38;4471581,952;445029,898;4471374,395;675,898;726,947;;1380;;1382;;5380;;;2006;30/06/2006
1382;559;En bordillo, en la Avda. de la Albufera, en cambio de sentido y frente al nº 246.;Clavo Reglamentario.;Ángulo registro 3.46;Ángulo registro 4.82;Centro registro 6.05;;445256,606;4471465,001;445147,121;4471257,442;674,914;725,969;;1381;;1383;;5380;;;2006;30/06/2006
1383;559;En bordillo de acera, junto a paso de peatones, en la Avda. de la Albufera en la unión con la Avda. de Pablo Neruda.;Clavo Reglamentario.;Borde semáforo 2.99;Borde farola 14.08;Borde semáforo 6.65;;445434,375;4471357,443;445324,887;4471149,882;671,943;722,996;;1382;;5383;;1384;;;2006;30/06/2006
1384;559;En el bordillo de la Avda. de la Albufera, 10 mts. antes del cruce con la Avda. de Rafael Alberti.;Clavo Reglamentario.;Esquina alcorque 0.74;Esquina alcorque 1.38;Centro semáforo 0.86;Esquina alcorque 6.10;445714,726;4471178,69;445605,234;4470971,125;658,892;709,927;;1383;;6360;;6520;;;2006;30/06/2006
1386;559;En el bordillo de isleta central de la Avenida de Pablo Neruda, junto al paso de peatones y frente al nº 7.;Clavo Reglamentario.;Esquina registro 1.80;Esquina bordillo 0.95;Esquina registro 1.79;Esquina bordillo 6.47;445692,109;4471736,099;445582,624;4471528,534;678,898;729,941;;103;;1383;;;;;2006;30/06/2006
1387;559;En el bordillo de la Avenida de Miguel Hernandez junto al Parque Lineal de Palomeras frente a los bloques 29 a 35.;Clavo Reglamentario.;Esquina bordillo 1.93;Pie farola 1.42;Esquina bordillo 0.40;Esquina alcorque 3.10;446291,738;4471535,205;446182,247;4471327,632;662,873;713,915;;1395;;2525;;;;;2006;30/06/2006
1420;559;En el bordillo de la Avda. Miguel Hernández, frente al nº 94.;Clavo Reglamentario.;Centro farola 5.59;Esquina alcorque 3.54;Esquina alcorque 4.59;Esquina alcorque 5.35;445439,263;4470448,24;445329,767;4470240,681;661,06;712,097;;1388;;6268;;2522;;;2006;30/06/2006
1421;559;En el bordillo de la isleta situada en el cruce de la C/ Los Leoneses y la Avd/ Pablo Neruda.;Clavo Reglamentario.;Semaforo 7.05;Esquina registro 2.12;Registro 4.51;Esquina registro 2.29;445098,025;4470715,128;444988,534;4470507,573;665,827;716,866;;6351;;2530;;;;;2006;30/06/2006
1424;559;En el bordillo de escalera en el parque que hay al comienzo de la C/ Sierra Nevada.;Clavo Reglamentario.;Esquina registro 6.12;Esquina bordillo 5.99;Esquina registro 6.15;Centro farola 9.68;443916,548;4470754,056;443807,068;4470546,522;641,888;692,919;;249;;1425;;6206;;2548;2006;30/06/2006
1425;559;En un peldaño de escalera del parque que hay en la C/ Sierra Nevada, a unos 70 mts. del cruce con la C/ Javier de Miguel.;Clavo Reglamentario.;Esquina peldaño 2.55;Esquina peldaño 3.07;Esquina peldaño 1.48;Esquina peldaño 3.72;444055,508;4471091,555;443946,031;4470884,017;648,761;699,791;;1424;;1426;;6362;;2548;2006;30/06/2006
1426;559;En bordillo de la Avda. de Palomera, a unos 10 mts. del nº 7.;Clavo Reglamentario.;Señal tráfico 1.76;Esquina registro 13.26;Centro farola 14.50;Centro registro 10.67;444153,822;4471363,334;444044,347;4471155,794;651,653;702,679;;1425;;6363;;;;;2006;30/06/2006
1427;559;En el bordillo de la Avd/ De Cordoba, al final del puente que hay sobre la C/ Tomelloso.;Clavo Reglamentario.;Esquina muro 7.92;Esquina sumidero 1064;Normal a muro 2.42;Esquina sumidero 10.69;440954,449;4470323,541;440844,976;4470116,063;584,656;635,671;;7124;;2825;;;;;2006;30/06/2006
1435;559;En el bordillo de la isleta, en el cruce de la Carretera de Carabanchel a la Avd/ De Andalucia con la Avd/ Rafaela Ybarra.;Clavo Reglamentario.;Semaforo 21.94;Señal trafico 15.68;Esquina registro 9.59;Señal trafico 2.15;439651,391;4469655,36;439541,914;4469447,895;590,676;641,713;;7126;;7125;;2809;;;2006;30/06/2006
1436;559;En el bordillo de la Avd/ Rafaela Ybarra, frente a la C/ Cristo de la Victoria.;Clavo Reglamentario.;Esquina registro alcantarilla 9.10;Farola 7.35;Esquina sumidero 9.18;Normal a bordillo 2.08;439679,113;4470239,903;439569,643;4470032,436;596,307;647,34;;7409;;7410;;1437;;;2006;30/06/2006
1437;559;En el bordillo de la C/ Cristo de la Victoria, a unos 15 m del cruce con la C/ San Basilio.;Clavo Reglamentario.;Esquina registro 8.91;Normal a bordillo 1.89;Señal tráfico 6.57;Farola 6.67;440001,696;4470280,18;439892,225;4470072,711;606,651;657,679;;1438;;1436;;;;;2006;30/06/2006
1438;559;En el bordillo de la C/ Cristo de la Victoria, frente a la C/ Isabelita Usera.;Clavo Reglamentario.;Esquina fachada 13.81;Esquina bordillo 7.94;Esquina registro 10.60;Esquina bordillo 8.25;440095,655;4470284,87;439986,184;4470077,4;605,44;656,467;;2823;;1437;;;;;2006;30/06/2006
1442;559;En la base de hormigón de un registro de trafico, entre la autovia A-5, en el P.K. 10+000 y el FFCC de Aluche a Mostoles, a la altura del P.K. 11+000 del FFCC.;Clavo Reglamentario.;Esquina muro 2.32;Esquina muro 1.85;Esquina muro 0.85;Esquina muro 1.27;432356,219;4469710,05;432246,769;4469502,636;697,114;748,145;;309;;6939;;7544;;;2006;30/06/2006
1444;559;En el bordillo interior del Paseo de Usares, frente al nº 26.;Clavo Reglamentario.;Esquina paso subterraneo 2.26;Esquina registro 16.04;Esquina paso subterraneo 6.17;Normal a bordillo 2.49;432999,664;4470424,208;432890,219;4470216,79;693,34;744,369;;7540;;7543;;1445;;;2006;30/06/2006
1445;559;En el bordillo sobre el puente, en el cruce del Paseo de Extremadura con la Avd/ De la Aviación.;Clavo Reglamentario.;Esquina escalera 7.50;Farola 0.60;Esquina escalera 6.37;Esquina registro 4.59;433244,006;4470653,225;433134,562;4470445,806;689,478;740,507;;217;;1444;;7540;;;2006;30/06/2006
1446;559;En el bordillo de la Avd/ De Valladolid, en el cruce con la C/ Plaza de Almuñecar, frente a la Central de Correos.;Clavo Reglamentario.;Esquina fachada 6.46;Esquina cabina telefonos 4.31;Farola 3.44;Registro 5.06;438230,152;4475782,779;438120,754;4475575,3;585,206;636,225;;1447;;1065;;;;;2006;30/06/2006
1447;559;En el bordillo de la Avd/ De Valladolid, frente al nº 63 que es el Edificio WEST.;Clavo Reglamentario.;Esquina registro 5.59;Esquina edificio 7.45;Esquina registro 7.56;Medianeria edificio 5.40;438022,24;4476099,573;437912,847;4475892,096;586,899;637,917;;7334;;1446;;;;;2006;30/06/2006
1449;559;En el hormigón de Puente de Castilla, sobre la M-30, a 15 m de éste.;Clavo Reglamentario.;Esquina registro 6.28;Normal a bordillo 0.53;Esquina registro 6.27;Esquina registro 1.77;437529,188;4476461,796;437419,801;4476254,324;593,343;644,361;;3491;;7063;;;;;2006;30/06/2006
145;559;En el bordillo de la acera de la Carretera que va de San Fernando de Henares a los hangares de IBERIA, junto a la entrada a una finca de almendros. Se accede desde la A-2 junto al Restaurante Las Moreras.;Clavo Reglamentario.;Esquina muro 4.10;Esquina muro 1.28;Esquna muro 9.81;Normal a muro 0.92;454712,592;4477952,069;454603,173;4477744,402;571,354;622,384;;9101;;;;;;;2006;30/06/2006
1513;559;En el bordillo de la C/ Arroyo de la Media Legua, a unos 100 m de las cocheras de la E.M.T.;Clavo Reglamentario.;Esquina pilar 2.27;Farola 6.02;Esquina pilar 2.84;Farola 19.16;445145,644;4475086,15;445036,226;4474878,59;678,495;729,524;;1511;;1492;;;;;2006;30/06/2006
1514;559;En el bordillo del cruce de la Avenida de Daroca y C/ Servando Batanero.;Clavo Reglamentario.;Esquina registro 4.01;Esquina edificio 6.12;Esquina registro 3.95;Registro 6.24;444877,611;4475785,842;444768,207;4475578,284;677;728,036;;151;;1515;;;;;2006;30/06/2006
1515;559;En el bordillo de la Avd/ Daroca, en el cruce con la C/ Mateo García, en la esquina Sureste del nº 30 de la segunda.;Clavo Reglamentario.;Esquina registro 4.18;Esquina fachada 3.55;Esquina registro 4.60;Esquina alcorque 10.35;444753,531;4475830,662;444644,084;4475623,121;679,083;730,12;;1514;;6391;;;;;2006;30/06/2006
1517;559;En el bordillo de la C/ Alcalá frente a la C/ Mateo García. Frente al portal 297.;Clavo Reglamentario.;Esquina alcorque 0.64;Esquina registro 5.97;Esquina alcorque 1.10;Esquina registro 2.83;444694,055;4476172,232;444584,659;4475964,674;678,916;729,955;;6391;;6040;;6041;;;2006;30/06/2006
1519;559;En el cruce de la C/ Goya y la C/ Conde de Peñalver.;Clavo Reglamentario.;Esquina armario 0.47;Esquina registro 2.29;Esquina registro 1.71;Esquina registro 1.51;442774,33;4475342,558;442664,934;4475135,019;678,305;729,326;;1503;;8057;;;;;2006;30/06/2006
152;559;En el bordillo de acera de la C/ Gandhi frente a otra acera que conduce a una pasarela sobre la C/ Francisco Largo Caballero.;Clavo Reglamentario.;Pie farola 4.50;Vértice alcorque 6.20;Vértice alcorque 0.57;Pie farola 14.38;446387,496;4475293,548;446278,07;4475085,975;692,832;743,866;;6399;;6390;;;;;2006;30/06/2006
1520;559;En el bordillo de la C/ Alcalá, en el nº 106.;Clavo Reglamentario.;Esquina registro 4.44;Farola 5.19;Esquina registro 4.93;Normal a fachada 6.11;442941,243;4475410,229;442831,848;4475202,688;680,406;731,43;;8057;;8056;;;;;2006;30/06/2006
1522;559;En el bordillo de la acera de la C/ Doctor Esquerdo, en la unión con el Paseo del Marques de Zafra.;Clavo Reglamentario.;Borde farola 0.93;Borde semaforo 2.93;Esquina registro 4.32;;443416,717;4475553,729;443307,323;4475346,183;677,343;728,374;;1504;;9327;;;;;2006;30/06/2006
1523;559;En el bordillo de la isleta más al Oeste de la Plaza del Marques de Salamanca.;Clavo Reglamentario.;Farola 19.88;Semaforo 15.18;Farola 2.80;Esquina registro 16.23;442440,877;4475916,42;442331,488;4475708,902;679,517;730,541;;8050;;8052;;;;;2006;30/06/2006
1531;559;En bordillo de la Avda. de América, a unos 50 mts. de pasarela y junto a campo de deportes.;Clavo Reglamentario.;Esquina alcorque 1.82;Esquina alcorque 6.00;Esquina alcorque 1.38;Esquina alcorque 5.87;443756,651;4477402,493;443647,274;4477194,943;676,896;727,898;;1564;;3077;;;;;2006;30/06/2006
1532;559;En el bordillo de la acera de Puente Calero, proximo a la unión de la Avd/ De Brasilia y junto a paso peatonal.;Clavo Reglamentario.;Esquina registro 4.05;Esquina registro 4.42;Esquina registro 1.94;Final barandilla 4.93;444090,212;4476465,036;443980,824;4476257,482;664,242;715,248;;9364;;;;;;;2006;30/06/2006
1536;559;En el bordillo de la C/ Juan Bravo, en el paseo central, en el cruce con la C/ Conde de Peñalver.;Clavo Reglamentario.;Esquina bordillo 0.26;Esquina bordillo 2.23;Esquina bordillo 3.32;Esquina registro 3.57;442840,8;4476181,083;442731,417;4475973,539;686,777;737,787;;8004;;800;;;;;2006;30/06/2006
1539;559;En el bordillo de acera de la C/ Fuente Carrantona, a unos 70 mts. al Norte del edificio de la Junta Municipal de Moratalaz.;Clavo Reglamentario.;Distancia mínima bordillo 2.01;Esquina registro 11.36;Distancia mínima bordillo 2.48;Centro farola 4.04;446084,272;4472557,829;445974,797;4472350,259;685,091;736,136;;1540;;6309;;6302;;;2006;30/06/2006
154;559;En el bordillo interior de la mediana en la Avd/ De los Andes, en curva pronunciada proximo a giro permitido para cambio de sentido y a 200 m de la Glorieta Yucatán.;Clavo Reglamentario.;Esquina bordillo 0.32;Esquina bordillo 2.40;Esquina bordillo 5.89;Esquina bordillo 6.31;447024,132;4478444,72;446914,748;4478237,142;676,838;727,859;;1579;;Guardias;;6064;;1879;2006;30/06/2006
1540;559;En el bordillo del cruce la C/ Fuente Carrantona con la C/ Luis de Hoyos Sanz.;Clavo Reglamentario.;Esquina bordillo 1.01;Esquina bordillo 16.14;Esquina registro 11.27;Centro semáforo 16.12;446294,077;4473010,421;446184,609;4472802,849;693,287;744,331;;1539;;1542;;6302;;6307;2006;30/06/2006
1542;559;En el bordillo de acera al final de un aparcamiento en la calle paralela a la M-40 entre la carretera de Vicalvaro a Moratalaz y el Luis de Hoyos Sainz.;Clavo Reglamentario.;Pie farola 6.47;Esquina bordillo 1.10;Esquina registro 7.88;Esquina alcorque 3.81;447006,354;4472989,062;446896,883;4472781,481;680,89;731,938;;Piruli;;6344;;6345;;;2006;30/06/2006
1543;559;En el bordillo de la Carretera de Vicalvaro a Morataraz y a unos 50 m del cruce con la C/ Fuente Carrantona.;Clavo Reglamentario.;Esquina registro 1.45;Esquina alcorque 4.96;Esquina registro 1.77;Esquina alcorque 5.01;446429,149;4473446,7;446319,689;4473239,125;691,579;742,62;;125;;1475;;;;;2006;30/06/2006
1450;559;En hormigón de puente de la M-40 a unos 200 mts. de la incorporación a la M-30 Este-Norte y frente a montaña artificial.;Clavo Reglamentario.;Esquina sumidero 3.41;Centro farola 6.71;Esquina registro 2.03;Esquina sumidero 1.93;442187,985;4469760,69;442078,504;4469553,195;574,258;625,29;;9232;;7346;;182;;9122;2006;30/06/2006
1452;559;En el bordillo de la Avd/ Santa Catalina, al lado de Transportes Hispania.;Clavo Reglamentario.;Normal a muro 4.85;Esquina muro 13.38;Esquina muro 19.61;Esquina muro 8.88;442619,344;4469518,965;442509,859;4469311,462;581,352;632,385;;7344;;7345;;;;;2006;30/06/2006
1457;559;En el bordillo de la isleta triangular colocada al Oeste de la Avd/ De Andalucia, a la altura del P.K. 8+700, en el encuentro con la C/ Ampuero y la C/ Francisco del Pino.;Clavo Reglamentario.;Poste bionda 13.34;Esquina sumidero 19.73;Semaforo 19.39;Normal a bordillo 1.27;441236,844;4467010,804;441127,336;4466803,316;588,979;640,02;;1456;;1458;;;;;2006;30/06/2006
1459;559;En el bordillo de la C/ Resina, antes del cruce con la C/ San Eustaquio y al lado de la fabrica Bertrand Faure España, S.A.;Clavo Reglamentario.;Esquina registro 8.31;Esquina registro 6.46;Esquina registro 8.38;Normal a muro 1.87;440583,677;4465499,841;440474,155;4465292,358;602,894;653,939;;304;;2727;;;;;2006;30/06/2006
1463;559;En el bordillo de la C/ Ramón Pérez Ayala, frente al nº 59.;Clavo Reglamentario.;Esquina alcorque 6.75;Esquina alcorque 0.93;Esquina alcorque 6.88;Esquina alcorque 0.37;444705,459;4472728,52;444595,998;4472520,968;661,524;712,557;;102;;1398;;;;;2006;30/06/2006
1464;559;En el bordillo de la C/ Arroyo Fontarrón , frente a la C/ Corregidor Juan Francisco de Luján.;Clavo Reglamentario.;Esquina acera 2.40;Arbol 1.18;Esquina banco 0.40;Esquina banco 2.29;444832,922;4472985,486;444723,465;4472777,932;659,869;710,903;;6359;;2662;;;;;2006;30/06/2006
6341;559;Unos 18 m después de pasar el puente sobre la C/ Fuente Carrantona, en direccion M-40. Está en el borde de canaleta, en la prolongación de la C/ O´Donell.;Clavo Reglamentario.;Poste bionda 3.11;pste bionda 0.92;Poste bionda 4.85;Normal a calzada 0.52;446922,708;4474082,263;446813,257;4473874,683;705,183;756,223;;6340;;6342;;;;;2006;30/06/2006
1471;559;En un saliente del bordillo de acera (para aparcamientos) en la Avda. del Doctor García Tapia, junto al parque y frente al campo de fútbol.;Clavo Reglamentario.;Esquina bordillo 1.24;Centro registro 8.02;Esquina bordillo 1.22;Centro registro 7.96;445574,01;4473765,597;445464,562;4473558,034;671,908;722,946;;1472;;6329;;;;;2006;30/06/2006
1472;559;En bordillo de la Avenida del Doctro Tapia frente al cruce de la C/ Marroquina.;Clavo Reglamentario.;Esquina registro 2.10;Esquina registro 2.15;Boca de riego 1.47;Pie bolardo 2.63;445350,918;4473858,983;445241,474;4473651,421;665,411;716,447;;6328;;1471;;;;;2006;30/06/2006
1475;559;En el boridillo de isleta central de la Avda. del Doctro García Tapia, en el cruce con la C/ Fobos.;Clavo Reglamentario.;Esquina bordillo 4.27;Esquina bordillo 1.54;Esquina bordillo 5.40;Esquina bordillo 6.80;446243,258;4473470,067;446133,799;4473262,494;687,776;738,817;;1543;;6329;;2647;;;2006;30/06/2006
1479;559;En el bordillo de la isleta semicircular en la Plaza de Conde Casal, en dirección a Avd/ Del Pacifico.;Clavo Reglamentario.;Borde farola 4.17;Registro 2.11;Esquina sumidero 3.15;Esquina bordillo 13.65;443224,512;4473314,86;443115,073;4473107,326;615,544;666,601;;7797;;7799;;1481;;;2006;30/06/2006
1480;559;En pequeño muro, junto a barandilla, al final de la C/ Félix Rodríguez de la Fuente, frente a la puerta nº 1.;Clavo Reglamentario.;Borde farola 14.92;Borde farola 1.05;Ángulo registro 1.98;Ángulo registro 3.77;444157,846;4474204,262;444048,418;4473996,714;630,563;681,589;;5478;;5480;;1506;;;2006;30/06/2006
1481;559;En el bordillo de la mediana central de la C/ Doctor Esquerdo, en el cruce con la C/ Arias Montano.;Clavo Reglamentario.;Esquina bordillo 9.88;Esquina registro 0.67;Registro 4.60;esquina registro 0.57;443264,929;4473649,415;443155,497;4473441,879;630,115;681,156;;1479;;7797;;9332;;;2006;30/06/2006
1484;559;En el bordillo del lado Norte de la isleta central de la Plaza de Mariano de Cavia.;Clavo Reglamentario.;Registro 2.87;Registro 6.22;Registro 6.27;Registro 3.83;442513,56;4473421,997;442404,126;4473214,473;640,29;691,311;;9382;;9380;;;;;2006;30/06/2006
1485;559;En el bordillo, en la isleta que hay en la Avd/ Menéndez Pelayo, frente a la Puerta Pacífico del Retiro.;Clavo Reglamentario.;Registro 5.53;Esquina bordillo 0.95;Registro 4.67;Esquina bordillo 3.57;442725,9;4473827,131;442616,474;4473619,602;657,943;708,972;;1484;;9383;;9384;;;2006;30/06/2006
1486;559;En el bordillo interior, en el Parque del Retiro, a unos 100 m de la puerta Pacífico.;Clavo Reglamentario.;Esquina registro 12.30;Esquina registro 12.04;Esquina registro 7.64;Normal a bordillo 2.97;442573,274;4473775,514;442463,847;4473567,987;665,002;716,029;;193;;7667;;;;;2006;30/06/2006
1488;559;En el bordillo de la C/ Doctor Esquerdo, en el cruce con la C/ Pez Volador.;Clavo Reglamentario.;Esquina registro 2.50;Farola 1.27;Esquina registro 2.63;Esquina alcorque 1.59;443305,509;4473995,148;443196,084;4473787,61;647,657;698,685;;1481;;1489;;9332;;;2006;30/06/2006
1489;559;En el bordillo interior de jardinera en la C/ Doctor Esquerdo, a unos 5 mts. del cruce con la C/ Rafael Salazar Alonso, junto a la Citroën.;Clavo Reglamentario.;Esquina alcorque 3.95;Esquina registro 5.64;Esquina alcorque 4.15;Centro semáforo 5.45;443284,476;4474199,197;443175,055;4473991,659;657,86;708,881;;1488;;1490;;9332;;;2006;30/06/2006
